,instance_index,receiver_polygon_area,transmitter_polygon_area,adversary_domain_pass_count,alpha_angle,avg_distance_receiver_adversary_boundaries,avg_distance_transmitter_adversary_boundaries,min_distance_transmitter_adversary_boundaries,min_distance_receiver_adversary_boundaries,adversary_friend_area_ratio,adversary_friend_area_ratio_reduced
3092,3147,467.81887563722876,1027.9273022696705,0,49.968871462104445,21.45938972164039,33.068675789921365,0.0,0.0,0.027946960512228638,0.0
3093,3148,553.1169461645281,790.8190332003123,1,57.059888353557994,30.73105273207486,22.090753357752433,0.0,0.0,0.14859117665687546,0.03299991241419822
3094,3149,581.9057371718764,84.95871433523452,1,25.263975386866,33.78935276703722,32.966969169806,0.0,0.0,0.5078077790781543,0.3011160973905857
3095,3150,73.59380897314905,114.88600154643309,1,63.40043355282618,19.86439035699955,33.57203348462341,0.0,0.0,0.41305243472688946,0.27604343756961974
3096,3151,108.09895259226512,424.9373476499054,2,66.6512387121097,18.247978616351947,22.164377925535735,0.0,0.0,0.4141368556612083,0.2197432095386462
3097,3152,182.9692238674524,708.2662275830792,0,66.77495977198615,24.061075485242934,16.533207678197538,0.0,0.0,0.04087292941952537,0.0
3098,3153,592.3009228087128,157.7182061820013,0,86.91581463470777,16.805784950949327,25.075708613957246,0.0,0.0,0.030489300602446454,0.0
3099,3154,139.67489350577313,581.4704003900204,0,84.9784120817911,26.756428916610925,17.885077653022627,0.0,0.0,0.005674788271376507,0.0
3100,3155,552.8332792932629,747.178232789276,0,71.16516299655756,36.333889384254256,25.533839734508035,0.0,0.0,0.1850932588010516,0.011571333233847927
3101,3156,329.0458763088805,307.4885090444181,1,101.02844310649148,34.664110693137474,33.39000889206153,0.0,0.0,0.07890516722494167,0.0
3102,3157,166.05034206866725,44.46533403187727,1,57.90586942773348,11.694714226507147,31.32993061539126,0.0,1.9653281359765225,0.47623437321909656,0.5670813796024865
3103,3158,61.05662731786228,28.251558844076904,1,82.58995965666384,27.53688709221788,11.936645930306575,1.638372843112125,0.0,0.9518841222525152,0.9535435485932805
3104,3159,15.007408770740366,65.26820717661705,1,93.49536728971205,10.788014139424092,26.862340131118017,0.0,1.3385547573139054,0.5225357213628573,0.49936269911847314
3105,3160,73.14964340484228,111.9648383372902,0,144.51857633210244,31.09306767528624,12.856089556523976,0.0,0.0,0.0,0.0
3106,3161,20.23385144184459,232.9490527498706,0,130.03845581244508,28.07759785491234,30.728122105997688,0.0,0.0,0.2154557810507003,0.0
3107,3162,156.23928426602595,83.35089251500955,0,43.23256976610149,22.15193655625983,27.434975186938587,0.0,0.0,0.008084742117476253,0.0
3108,3163,65.43190700664309,113.93398529701138,0,89.6253812227173,32.687860821101104,24.189096671763018,0.0,0.0,0.2982211379982357,0.09140673582395581
3109,3164,100.43551414013845,719.1849319741345,1,84.86750633313017,35.1109710926496,31.893393607548486,0.0,0.0,0.2955420566078605,0.20553032033357801
3110,3165,536.5853151476786,711.601864692934,1,57.855969287392355,25.213346425353627,33.76470147659919,0.0,0.0,0.12746678214033394,0.10538506978751472
3111,3166,437.9431507038501,216.43699810111312,0,125.84777893166874,37.48977439066517,27.257387251400235,0.0,0.0,0.0,0.0
3112,3167,222.14806985846224,433.5499310880407,0,119.36521673686262,28.082195641098895,38.3756921104149,0.0,0.0,0.017812781188214416,0.0
3113,3168,358.803745773967,275.1049183655502,1,108.56844760284821,37.86699048094969,27.379809433635206,0.0,0.0,0.5660465787474588,0.7061955448196588
3114,3169,90.25139324910941,715.9237714615568,0,110.58272500428279,32.481517777330104,34.56403944868028,0.0,0.0,0.16451153784142375,0.0059086477700812335
3115,3170,627.76031113638,167.80302204266303,1,69.33920662727267,34.04930137927144,33.6214256939457,0.0,0.0,0.4551283304716097,0.5278124318933226
3116,3171,24.617196218395435,195.61183157966013,1,128.21828839609245,12.903284798109079,28.238097654225996,0.0,0.7371155042937202,0.5818945949093628,0.6960864317057426
3117,3172,71.2802653034866,93.17932483525227,1,117.19823762452997,29.300408449225095,11.14802030778956,0.0,0.0,0.2267796687312588,0.0011144872460167009
3118,3173,98.78527283415826,187.8428309979762,0,58.49430019885858,35.67985475218029,29.462267282073853,0.0,0.0,0.07160056066684929,0.035393333289518256
3119,3174,174.52405039671228,70.90713611425603,1,82.23409988309446,32.573975793329176,34.66873909475575,0.0,0.0,0.5120717641491688,0.6117550461517114
3120,3175,1714.4823375056042,334.2763446271828,2,31.295096935160622,23.664231634115087,44.16041857929249,27.44917729748115,7.25034928898971,0.7234555514349563,0.759320480187445
3121,3176,151.5152606384391,29.390144067641533,2,37.80789577945242,32.28625335129047,31.856857153727383,0.0,0.0,0.43767455783699855,0.4309709992317253
3122,3177,10.035619391180767,290.46690135088437,0,128.97476264278728,21.025127845609425,14.571158482537035,0.0,0.0,0.0,0.0
3123,3178,119.38835833318615,510.7290298592226,0,70.42084569788803,29.109578636493936,25.685692571589243,0.0,0.0,0.09874521991937912,0.0
3124,3179,13.645507307498006,40.164004610491794,1,84.49572206833298,34.70784379644222,33.8059148640916,0.0,0.0,0.9584977866314927,0.9717407033762006
3125,3180,321.538766006401,25.921892191879294,1,48.897158641501505,16.95488024051924,17.70676343650008,0.0,0.0,0.5193234271793832,0.40650114798188025
3126,3181,96.27486235660126,479.2464149161968,0,100.44985652833589,34.033027008410535,31.341697505708098,0.0,0.0,0.1439483522935032,0.0
3127,3182,526.2388332078924,151.08368848360706,0,66.936561220412,32.31597532941433,32.230677382969695,0.0,0.0,0.07568904620222525,0.0
3128,3183,138.60286500617386,516.9823507244073,0,85.53946068935312,30.571366859182962,30.105465002335464,0.0,0.0,0.14173293607118387,0.0
3129,3184,526.3835854182616,129.84283155048274,0,71.34135037132401,30.867062735266877,30.867591459219625,0.0,0.0,0.20394163209100422,0.07052513229848
3130,3185,98.68038186552894,705.4674187079029,1,37.400780391329974,28.967490325827807,33.00211085347706,0.0,0.0,0.21804346337957595,0.20995149569481705
3131,3186,642.0033085772004,215.91731630503423,1,63.92588070633289,32.33975558643536,31.4272341416595,0.0,0.0,0.513715288629257,0.6047837968715949
3132,3187,152.8467373891151,523.7406450342722,1,67.5574933671343,30.577650188673413,30.16182545356325,0.0,0.0,0.07489301984864391,0.036638770989413885
3133,3188,537.1639995511428,866.4917158340874,0,117.59108793207938,28.54151336218258,31.586607987818894,0.0,0.0,0.15642332485132351,0.0
